ajy	ajylaryò	N;GEN;PL
ajy	ajylarda	N;LOC;PL
ajy	ajydan	N;ABL;SG
ajy	ajynyò	N;GEN;SG
ajy	ajyny	N;ACC;SG
ajy	ajylardan	N;ABL;PL
ajy	ajylary	N;ACC;PL
ajy	ajyda	N;LOC;SG
ajy	ajylara	N;DAT;PL
ajy	ajyna	N;DAT;SG
ajy	ajy	N;NOM;SG

akademiýa	akademiýalar	N;NOM;PL
akademiýa	akademiýalaryò	N;GEN;PL
akademiýa	akademiýalarda	N;LOC;PL
akademiýa	akademiýadan	N;ABL;SG
akademiýa	akademiýanyò	N;GEN;SG
akademiýa	akademiýany	N;ACC;SG
akademiýa	akademiýalardan	N;ABL;PL
akademiýa	akademiýalary	N;ACC;PL
akademiýa	akademiýada	N;LOC;SG
akademiýa	akademiýalara	N;DAT;PL
akademiýa	akademiýana	N;DAT;SG
akademiýa	akademiýa	N;NOM;SG

kit	kitler	N;NOM;PL
kit	kitleriò	N;GEN;PL
kit	kitlerde	N;LOC;PL
kit	kitden	N;ABL;SG
kit	kidiò	N;GEN;SG
kit	kidi	N;ACC;SG
kit	kitlerden	N;ABL;PL
kit	kitleri	N;ACC;PL
kit	kitde	N;LOC;SG
kit	kitlere	N;DAT;PL
kit	kide	N;DAT;SG
kit	kit	N;NOM;SG

kitap	kitaplar	N;NOM;PL
kitap	kitaplaryò	N;GEN;PL
kitap	kitaplarda	N;LOC;PL
kitap	kitapdan	N;ABL;SG
kitap	kitabyò	N;GEN;SG
kitap	kitaby	N;ACC;SG
kitap	kitaplardan	N;ABL;PL
kitap	kitaplary	N;ACC;PL
kitap	kitapda	N;LOC;SG
kitap	kitaplara	N;DAT;PL
kitap	kitaba	N;DAT;SG
kitap	kitap	N;NOM;SG

kitaphana	kitaphanalar	N;NOM;PL
kitaphana	kitaphanalaryò	N;GEN;PL
kitaphana	kitaphanalarda	N;LOC;PL
kitaphana	kitaphanadan	N;ABL;SG
kitaphana	kitaphananyò	N;GEN;SG
kitaphana	kitaphanany	N;ACC;SG
kitaphana	kitaphanalardan	N;ABL;PL
kitaphana	kitaphanalary	N;ACC;PL
kitaphana	kitaphanada	N;LOC;SG
kitaphana	kitaphanalara	N;DAT;PL
kitaphana	kitaphana	N;DAT;SG
kitaphana	kitaphana	N;NOM;SG

akula	akulalar	N;NOM;PL
akula	akulalaryò	N;GEN;PL
akula	akulalarda	N;LOC;PL
akula	akuladan	N;ABL;SG
akula	akulanyò	N;GEN;SG
akula	akulany	N;ACC;SG
akula	akulalardan	N;ABL;PL
akula	akulalary	N;ACC;PL
akula	akulada	N;LOC;SG
akula	akulalara	N;DAT;PL
akula	akulana	N;DAT;SG
akula	akula	N;NOM;SG

käºir	käºirler	N;NOM;PL
käºir	käºirleriò	N;GEN;PL
käºir	käºirlerde	N;LOC;PL
käºir	käºirden	N;ABL;SG
käºir	käºiriò	N;GEN;SG
käºir	käºiri	N;ACC;SG
käºir	käºirlerden	N;ABL;PL
käºir	käºirleri	N;ACC;PL
käºir	käºirde	N;LOC;SG
käºir	käºirlere	N;DAT;PL
käºir	käºire	N;DAT;SG
käºir	käºir	N;NOM;SG

köpek	köpekler	N;NOM;PL
köpek	köpekleriò	N;GEN;PL
köpek	köpeklerde	N;LOC;PL
köpek	köpekden	N;ABL;SG
köpek	köpegiò	N;GEN;SG
köpek	köpegi	N;ACC;SG
köpek	köpeklerden	N;ABL;PL
köpek	köpekleri	N;ACC;PL
köpek	köpekde	N;LOC;SG
köpek	köpeklere	N;DAT;PL
köpek	köpege	N;DAT;SG
köpek	köpek	N;NOM;SG

manat	manatlar	N;NOM;PL
manat	manatlaryò	N;GEN;PL
manat	manatlarda	N;LOC;PL
manat	manatdan	N;ABL;SG
manat	manadyò	N;GEN;SG
manat	manady	N;ACC;SG
manat	manatlardan	N;ABL;PL
manat	manatlary	N;ACC;PL
manat	manatda	N;LOC;SG
manat	manatlara	N;DAT;PL
manat	manada	N;DAT;SG
manat	manat	N;NOM;SG

altyn	altynlar	N;NOM;PL
altyn	altynlaryò	N;GEN;PL
altyn	altynlarda	N;LOC;PL
altyn	altyndan	N;ABL;SG
altyn	altynyò	N;GEN;SG
altyn	altyny	N;ACC;SG
altyn	altynlardan	N;ABL;PL
altyn	altynlary	N;ACC;PL
altyn	altynda	N;LOC;SG
altyn	altynlara	N;DAT;PL
altyn	altyna	N;DAT;SG
altyn	altyn	N;NOM;SG

mebel	mebeller	N;NOM;PL
mebel	mebelleriò	N;GEN;PL
mebel	mebellerde	N;LOC;PL
mebel	mebelden	N;ABL;SG
mebel	mebeliò	N;GEN;SG
mebel	mebeli	N;ACC;SG
mebel	mebellerden	N;ABL;PL
mebel	mebelleri	N;ACC;PL
mebel	mebelde	N;LOC;SG
mebel	mebellere	N;DAT;PL
mebel	mebele	N;DAT;SG
mebel	mebel	N;NOM;SG

mif	mifler	N;NOM;PL
mif	mifleriò	N;GEN;PL
mif	miflerde	N;LOC;PL
mif	mifden	N;ABL;SG
mif	mifiò	N;GEN;SG
mif	mifi	N;ACC;SG
mif	miflerden	N;ABL;PL
mif	mifleri	N;ACC;PL
mif	mifde	N;LOC;SG
mif	miflere	N;DAT;PL
mif	mife	N;DAT;SG
mif	mif	N;NOM;SG

muzeý	muzeýler	N;NOM;PL
muzeý	muzeýlerniò	N;GEN;PL
muzeý	muzeýlerde	N;LOC;PL
muzeý	muzeýden	N;ABL;SG
muzeý	muzeýniò	N;GEN;SG
muzeý	muzeýi	N;ACC;SG
muzeý	muzeýlerden	N;ABL;PL
muzeý	muzeýleri	N;ACC;PL
muzeý	muzeýde	N;LOC;SG
muzeý	muzeýlere	N;DAT;PL
muzeý	muzeýe	N;DAT;SG
muzeý	muzeý	N;NOM;SG

otly	otlylar	N;NOM;PL
otly	otlylaryò	N;GEN;PL
otly	otlylarda	N;LOC;PL
otly	otlydan	N;ABL;SG
otly	otlynyò	N;GEN;SG
otly	otlyny	N;ACC;SG
otly	otlylardan	N;ABL;PL
otly	otlylary	N;ACC;PL
otly	otlyda	N;LOC;SG
otly	otlylara	N;DAT;PL
otly	otlyna	N;DAT;SG
otly	otly	N;NOM;SG

pagta	pagtalar	N;NOM;PL
pagta	pagtalaryò	N;GEN;PL
pagta	pagtalarda	N;LOC;PL
pagta	pagtadan	N;ABL;SG
pagta	pagtanyò	N;GEN;SG
pagta	pagtany	N;ACC;SG
pagta	pagtalardan	N;ABL;PL
pagta	pagtalary	N;ACC;PL
pagta	pagtada	N;LOC;SG
pagta	pagtalara	N;DAT;PL
pagta	pagta	N;DAT;SG
pagta	pagta	N;NOM;SG

paýtagt	paýtagtlar	N;NOM;PL
paýtagt	paýtagtlaryò	N;GEN;PL
paýtagt	paýtagtlarda	N;LOC;PL
paýtagt	paýtagtdan	N;ABL;SG
paýtagt	paýtagdyò	N;GEN;SG
paýtagt	paýtagdy	N;ACC;SG
paýtagt	paýtagtlardan	N;ABL;PL
paýtagt	paýtagtlary	N;ACC;PL
paýtagt	paýtagtda	N;LOC;SG
paýtagt	paýtagtlara	N;DAT;PL
paýtagt	paýtagda	N;DAT;SG
paýtagt	paýtagt	N;NOM;SG

penjire	penjireler	N;NOM;PL
penjire	penjireleriò	N;GEN;PL
penjire	penjirelerde	N;LOC;PL
penjire	penjireden	N;ABL;SG
penjire	penjiräniò	N;GEN;SG
penjire	penjiräni	N;ACC;SG
penjire	penjirelerden	N;ABL;PL
penjire	penjireleri	N;ACC;PL
penjire	penjirede	N;LOC;SG
penjire	penjirelere	N;DAT;PL
penjire	penjirä	N;DAT;SG
penjire	penjire	N;NOM;SG

pissa	pissalar	N;NOM;PL
pissa	pissalaryò	N;GEN;PL
pissa	pissalarda	N;LOC;PL
pissa	pissadan	N;ABL;SG
pissa	pissanyò	N;GEN;SG
pissa	pissany	N;ACC;SG
pissa	pissalardan	N;ABL;PL
pissa	pissalary	N;ACC;PL
pissa	pissada	N;LOC;SG
pissa	pissalara	N;DAT;PL
pissa	pissa	N;DAT;SG
pissa	pissa	N;NOM;SG

piwo	piwolar	N;NOM;PL
piwo	piwolaryò	N;GEN;PL
piwo	piwolarda	N;LOC;PL
piwo	piwodan	N;ABL;SG
piwo	piwonyò	N;GEN;SG
piwo	piwony	N;ACC;SG
piwo	piwolardan	N;ABL;PL
piwo	piwolary	N;ACC;PL
piwo	piwoda	N;LOC;SG
piwo	piwolara	N;DAT;PL
piwo	piwona	N;DAT;SG
piwo	piwo	N;NOM;SG

ruçka	ruçkalar	N;NOM;PL
ruçka	ruçkalaryò	N;GEN;PL
ruçka	ruçkalarda	N;LOC;PL
ruçka	ruçkadan	N;ABL;SG
ruçka	ruçkanyò	N;GEN;SG
ruçka	ruçkany	N;ACC;SG
ruçka	ruçkalardan	N;ABL;PL
ruçka	ruçkalary	N;ACC;PL
ruçka	ruçkada	N;LOC;SG
ruçka	ruçkalara	N;DAT;PL
ruçka	ruçkana	N;DAT;SG
ruçka	ruçka	N;NOM;SG

suw	suwlar	N;NOM;PL
suw	suwlaryò	N;GEN;PL
suw	suwlarda	N;LOC;PL
suw	suwdan	N;ABL;SG
suw	suwuò	N;GEN;SG
suw	suwy	N;ACC;SG
suw	suwlardan	N;ABL;PL
suw	suwlary	N;ACC;PL
suw	suwda	N;LOC;SG
suw	suwlara	N;DAT;PL
suw	suwa	N;DAT;SG
suw	suw	N;NOM;SG

sygyr	sygyrlar	N;NOM;PL
sygyr	sygyrlaryò	N;GEN;PL
sygyr	sygyrlarda	N;LOC;PL
sygyr	sygyrdan	N;ABL;SG
sygyr	sygyryò	N;GEN;SG
sygyr	sygyry	N;ACC;SG
sygyr	sygyrlardan	N;ABL;PL
sygyr	sygylary	N;ACC;PL
sygyr	sygyrda	N;LOC;SG
sygyr	sygyrlara	N;DAT;PL
sygyr	sygyra	N;DAT;SG
sygyr	sygyr	N;NOM;SG

söz	sözler	N;NOM;PL
söz	sözleriò	N;GEN;PL
söz	sözlerde	N;LOC;PL
söz	sözden	N;ABL;SG
söz	sözüò	N;GEN;SG
söz	sözi	N;ACC;SG
söz	sözlerden	N;ABL;PL
söz	sözleri	N;ACC;PL
söz	sözde	N;LOC;SG
söz	sözlere	N;DAT;PL
söz	söze	N;DAT;SG
söz	söz	N;NOM;SG

süòk	süòkler	N;NOM;PL
süòk	süòkleriò	N;GEN;PL
süòk	süòklerde	N;LOC;PL
süòk	süòkden	N;ABL;SG
süòk	süòkiò	N;GEN;SG
süòk	süòki	N;ACC;SG
süòk	süòklerden	N;ABL;PL
süòk	süòkleri	N;ACC;PL
süòk	süòkde	N;LOC;SG
süòk	süòklere	N;DAT;PL
süòk	süòke	N;DAT;SG
süòk	süòk	N;NOM;SG

wertolýot	wertolýotlar	N;NOM;PL
wertolýot	wertolýotlaryò	N;GEN;PL
wertolýot	wertolýotlarda	N;LOC;PL
wertolýot	wertolýotdan	N;ABL;SG
wertolýot	wertolýotyò	N;GEN;SG
wertolýot	wertolýoty	N;ACC;SG
wertolýot	wertolýotlardan	N;ABL;PL
wertolýot	wertolýotlary	N;ACC;PL
wertolýot	wertolýotda	N;LOC;SG
wertolýot	wertolýotlara	N;DAT;PL
wertolýot	wertolýota	N;DAT;SG
wertolýot	wertolýot	N;NOM;SG

çempion	çempionlar	N;NOM;PL
çempion	çempionlaryò	N;GEN;PL
çempion	çempionlarda	N;LOC;PL
çempion	çempiondan	N;ABL;SG
çempion	çempionyò	N;GEN;SG
çempion	çempiony	N;ACC;SG
çempion	çempionlardan	N;ABL;PL
çempion	çempionlary	N;ACC;PL
çempion	çempionda	N;LOC;SG
çempion	çempionlara	N;DAT;PL
çempion	çempiona	N;DAT;SG
çempion	çempion	N;NOM;SG

öý	öýler	N;NOM;PL
öý	öýlerin	N;GEN;PL
öý	öýlerde	N;LOC;PL
öý	öýden	N;ABL;SG
öý	öýiò	N;GEN;SG
öý	öýi	N;ACC;SG
öý	öýlerden	N;ABL;PL
öý	öýleri	N;ACC;PL
öý	öýde	N;LOC;SG
öý	öýlere	N;DAT;PL
öý	öýe	N;DAT;SG
öý	öý	N;NOM;SG

ýara	ýaralar	N;NOM;PL
ýara	ýaralaryò	N;GEN;PL
ýara	ýaralarda	N;LOC;PL
ýara	ýaradan	N;ABL;SG
ýara	ýaranyò	N;GEN;SG
ýara	ýarany	N;ACC;SG
ýara	ýaralardan	N;ABL;PL
ýara	ýaralary	N;ACC;PL
ýara	ýarada	N;LOC;SG
ýara	ýaralara	N;DAT;PL
ýara	ýarana	N;DAT;SG
ýara	ýara	N;NOM;SG

ýazyjy	ýazyjylar	N;NOM;PL
ýazyjy	ýazyjylaryò	N;GEN;PL
ýazyjy	ýazyjylarda	N;LOC;PL
ýazyjy	ýazyjydan	N;ABL;SG
ýazyjy	ýazyjynyò	N;GEN;SG
ýazyjy	ýazyjyny	N;ACC;SG
ýazyjy	ýazyjylardan	N;ABL;PL
ýazyjy	ýazyjylary	N;ACC;PL
ýazyjy	ýazyjyda	N;LOC;SG
ýazyjy	ýazyjylara	N;DAT;PL
ýazyjy	ýazyjyna	N;DAT;SG
ýazyjy	ýazyjy	N;NOM;SG

ýyl	ýyllar	N;NOM;PL
ýyl	ýyllaryò	N;GEN;PL
ýyl	ýyllarda	N;LOC;PL
ýyl	ýyldan	N;ABL;SG
ýyl	ýylyò	N;GEN;SG
ýyl	ýyly	N;ACC;SG
ýyl	ýyllardan	N;ABL;PL
ýyl	ýyllary	N;ACC;PL
ýyl	ýylda	N;LOC;SG
ýyl	ýyllara	N;DAT;PL
ýyl	ýyla	N;DAT;SG
ýyl	ýyl	N;NOM;SG

ýyldyz	ýyldyzlar	N;NOM;PL
ýyldyz	ýyldyzlaryò	N;GEN;PL
ýyldyz	ýyldyzlarda	N;LOC;PL
ýyldyz	ýyldyzdan	N;ABL;SG
ýyldyz	ýyldyzyò	N;GEN;SG
ýyldyz	ýyldyzy	N;ACC;SG
ýyldyz	ýyldyzlardan	N;ABL;PL
ýyldyz	ýyldyzlary	N;ACC;PL
ýyldyz	ýyldyzda	N;LOC;SG
ýyldyz	ýyldyzlara	N;DAT;PL
ýyldyz	ýyldyza	N;DAT;SG
ýyldyz	ýyldyz	N;NOM;SG

ýürek	ýürekler	N;NOM;PL
ýürek	ýürekleriò	N;GEN;PL
ýürek	ýüreklerde	N;LOC;PL
ýürek	ýürekden	N;ABL;SG
ýürek	ýüregiò	N;GEN;SG
ýürek	ýüregi	N;ACC;SG
ýürek	ýüreklerden	N;ABL;PL
ýürek	ýürekleri	N;ACC;PL
ýürek	ýürekde	N;LOC;SG
ýürek	ýüreklere	N;DAT;PL
ýürek	ýürege	N;DAT;SG
ýürek	ýürek	N;NOM;SG

ýüzük	ýüzükler	N;NOM;PL
ýüzük	ýüzükleriò	N;GEN;PL
ýüzük	ýüzüklerde	N;LOC;PL
ýüzük	ýüzükden	N;ABL;SG
ýüzük	ýüzügüò	N;GEN;SG
ýüzük	ýüzügi	N;ACC;SG
ýüzük	ýüzüklerden	N;ABL;PL
ýüzük	ýüzükleri	N;ACC;PL
ýüzük	ýüzükde	N;LOC;SG
ýüzük	ýüzüklere	N;DAT;PL
ýüzük	ýüzüge	N;DAT;SG
ýüzük	ýüzük	N;NOM;SG

ºalgam	ºalgamlar	N;NOM;PL
ºalgam	ºalgamlaryò	N;GEN;PL
ºalgam	ºalgamlarda	N;LOC;PL
ºalgam	ºalgamdan	N;ABL;SG
ºalgam	ºalgamyò	N;GEN;SG
ºalgam	ºalgamy	N;ACC;SG
ºalgam	ºalgamlardan	N;ABL;PL
ºalgam	ºalgamlary	N;ACC;PL
ºalgam	ºalgamda	N;LOC;SG
ºalgam	ºalgamlara	N;DAT;PL
ºalgam	ºalgama	N;DAT;SG
ºalgam	ºalgam	N;NOM;SG

ºugundyr	ºugundyrlar	N;NOM;PL
ºugundyr	ºugundyrlaryò	N;GEN;PL
ºugundyr	ºugundyrlarda	N;LOC;PL
ºugundyr	ºugundyrdan	N;ABL;SG
ºugundyr	ºugundyryò	N;GEN;SG
ºugundyr	ºugundyry	N;ACC;SG
ºugundyr	ºugundyrlardan	N;ABL;PL
ºugundyr	ºugundyrlary	N;ACC;PL
ºugundyr	ºugundyrda	N;LOC;SG
ºugundyr	ºugundyrlara	N;DAT;PL
ºugundyr	ºugundyra	N;DAT;SG
ºugundyr	ºugundyr	N;NOM;SG

žandarm	žandarmlar	N;NOM;PL
žandarm	žandarmlaryò	N;GEN;PL
žandarm	žandarmlarda	N;LOC;PL
žandarm	žandarmdan	N;ABL;SG
žandarm	žandarmyò	N;GEN;SG
žandarm	žandarmy	N;ACC;SG
žandarm	žandarmlardan	N;ABL;PL
žandarm	žandarmlary	N;ACC;PL
žandarm	žandarmda	N;LOC;SG
žandarm	žandarmlara	N;DAT;PL
žandarm	žandarma	N;DAT;SG
žandarm	žandarm	N;NOM;SG

žonglýor	žonglýorlar	N;NOM;PL
žonglýor	žonglýorlaryò	N;GEN;PL
žonglýor	žonglýorlarda	N;LOC;PL
žonglýor	žonglýordan	N;ABL;SG
žonglýor	žonglýoryò	N;GEN;SG
žonglýor	žonglýory	N;ACC;SG
žonglýor	žonglýorlardan	N;ABL;PL
žonglýor	žonglýorlary	N;ACC;PL
žonglýor	žonglýorda	N;LOC;SG
žonglýor	žonglýorlara	N;DAT;PL
žonglýor	žonglýora	N;DAT;SG
žonglýor	žonglýor	N;NOM;SG

aý	aýlar	N;NOM;PL
aý	aýlaryò	N;GEN;PL
aý	aýlarda	N;LOC;PL
aý	aýdan	N;ABL;SG
aý	aýyò	N;GEN;SG
aý	aýy	N;ACC;SG
aý	aýlardan	N;ABL;PL
aý	aýlary	N;ACC;PL
aý	aýda	N;LOC;SG
aý	aýlara	N;DAT;PL
aý	aýa	N;DAT;SG
aý	aý	N;NOM;SG

aýak	aýaklar	N;NOM;PL
aýak	aýaklaryò	N;GEN;PL
aýak	aýaklarda	N;LOC;PL
aýak	aýakdan	N;ABL;SG
aýak	aýagyò	N;GEN;SG
aýak	aýagy	N;ACC;SG
aýak	aýaklardan	N;ABL;PL
aýak	aýaklary	N;ACC;PL
aýak	aýakda	N;LOC;SG
aýak	aýaklara	N;DAT;PL
aýak	aýaga	N;DAT;SG
aýak	aýak	N;NOM;SG

balyk	balyklar	N;NOM;PL
balyk	balyklaryò	N;GEN;PL
balyk	balyklarda	N;LOC;PL
balyk	balykdan	N;ABL;SG
balyk	balygyò	N;GEN;SG
balyk	balygy	N;ACC;SG
balyk	balyklardan	N;ABL;PL
balyk	balyklary	N;ACC;PL
balyk	balykda	N;LOC;SG
balyk	balyklara	N;DAT;PL
balyk	balyga	N;DAT;SG
balyk	balyk	N;NOM;SG

barmak	barmaklar	N;NOM;PL
barmak	barmaklaryò	N;GEN;PL
barmak	barmaklarda	N;LOC;PL
barmak	barmakdan	N;ABL;SG
barmak	barmagyò	N;GEN;SG
barmak	barmagy	N;ACC;SG
barmak	barmaklardan	N;ABL;PL
barmak	barmaklary	N;ACC;PL
barmak	barmakda	N;LOC;SG
barmak	barmaklara	N;DAT;PL
barmak	barmaga	N;DAT;SG
barmak	barmak	N;NOM;SG

bit	bitler	N;NOM;PL
bit	bitleriò	N;GEN;PL
bit	bitlerde	N;LOC;PL
bit	bitden	N;ABL;SG
bit	bidiò	N;GEN;SG
bit	bidi	N;ACC;SG
bit	bitlerden	N;ABL;PL
bit	bitleri	N;ACC;PL
bit	bitde	N;LOC;SG
bit	bitlere	N;DAT;PL
bit	bide	N;DAT;SG
